seccional,direccion,localidad,direccion_limpia,direccion_completa_limpia,location,lat,lon
CAPITAL FEDERAL Nº 012,ALSINA 1360,CABA,ALSINA 1360,"ALSINA 1360, CABA, Argentina","1360, Adolfo Alsina, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1089AAB, Argentina",-34.6110914,-58.3856113
CAPITAL FEDERAL Nº 066,CHACABUCO 380,CABA,CHACABUCO 380,"CHACABUCO 380, CABA, Argentina","380, Chacabuco, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1067, Argentina",-34.6124301,-58.3761187
JESUS MARIA Nº 3,TUCUMAN 533,JESUS MARIA,TUCUMAN 533,"TUCUMAN 533, JESUS MARIA, Argentina","Tucumán, Centro, Jesús María, Municipio de Jesús María, Pedanía Las Cañas, Departamento Colón, Córdoba, X5111, Argentina",-30.9749097,-64.0943297
CAMPANA Nº 3,AVENIDA SARMIENTO 159,CAMPANA,AVENIDA SARMIENTO 159,"AVENIDA SARMIENTO 159, CAMPANA, Argentina","Avenida Sarmiento, Bajo Grande, San Luis, Municipio de San Luis, Juan Martín de Pueyrredón, San Luis, 5702, Argentina",-33.3001174,-66.3220678
CAPITAL FEDERAL Nº 102,PIEDRAS 383,CABA,PIEDRAS 383,"PIEDRAS 383, CABA, Argentina","383, Piedras, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1067ABP, Argentina",-34.6125328,-58.377655
ROSARIO Nº 05,RIOJA 935,ROSARIO,RIOJA 935,"RIOJA 935, ROSARIO, Argentina","935, Rioja, Martin, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2000, Argentina",-32.9482175,-60.6361
CAPILLA DEL SEÑOR,AMEGHINO 790,CAPILLA DEL SENOR,AMEGHINO 790,"AMEGHINO 790, CAPILLA DEL SENOR, Argentina","790, Ameghino, Marín, Capilla del Señor, Partido de Exaltación de la Cruz, Buenos Aires, B2812DII, Argentina",-34.2893354,-59.102047
LA PLATA Nº 14,CALLE 21 1464,LA PLATA,CALLE 21 1464,"CALLE 21 1464, LA PLATA, Argentina","1464, Calle 21, Meridiano V, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9358889,-57.9532814
MAR DEL PLATA Nº 11,ALVARADO 2857,MAR DEL PLATA,ALVARADO 2857,"ALVARADO 2857, MAR DEL PLATA, Argentina","2857, Alvarado, Centro, Mar del Plata, Partido de General Pueyrredón, Buenos Aires, 7606, Argentina",-38.0084784,-57.5577707
ARROYO SECO Nº 2,COLON 292,ARROYO SECO,COLON 292,"COLON 292, ARROYO SECO, Argentina","292, Colon, Arroyo Seco, Municipio de Arroyo Seco, Gran Rosario, Departamento Rosario, 2128, Argentina",-33.1600061,-60.5070367
CAPITAL FEDERAL Nº 079,PARANA 145,CABA,PARANA 145,"PARANA 145, CABA, Argentina","145, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1037ACC, Argentina",-34.6071771,-58.3877289
GENERAL SAN MARTIN Nº 3,TOMAS THOMAS 209,GENERAL SAN MARTIN,TOMAS THOMAS 209,"TOMAS THOMAS 209, GENERAL SAN MARTIN, Argentina","Tomas Thomas, Distrito Ciudad de San Martín, Distrito Buen Orden, Departamento San Martín, Mendoza, 5570, Argentina",-33.0935437,-68.4485927
CAPITAL FEDERAL Nº 033,MEXICO 628,CABA,MEXICO 628,"MEXICO 628, CABA, Argentina","628, México, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1070AAP, Argentina",-34.6149896,-58.375017
COSQUIN Nº 1,TUCUMAN 324,COSQUIN,TUCUMAN 324,"TUCUMAN 324, COSQUIN, Argentina","324, Tucumán, Los Carolinos, Cosquín, Municipio de Cosquín, Pedanía Rosario, Departamento Punilla, Córdoba, 5166, Argentina",-31.2362274,-64.4628285
LA PLATA Nº 09,CALLE 5 1785,LA PLATA,CALLE 5 1785,"CALLE 5 1785, LA PLATA, Argentina","1785, Calle 5, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9263735,-57.929708
MAR DEL PLATA Nº 01,DIAGONAL ALBERDI 2633 2,MAR DEL PLATA,DIAGONAL ALBERDI 2633 2,"DIAGONAL ALBERDI 2633 2, MAR DEL PLATA, Argentina","Avenida Diagonal Alberdi Sur, Centro, Mar del Plata, Partido de General Pueyrredón, Buenos Aires, B7600DRN, Argentina",-37.9984022,-57.5452705
CAPITAL FEDERAL Nº 032,ALSINA 1290,CABA,ALSINA 1290,"ALSINA 1290, CABA, Argentina","Alsina, Adolfo Alsina, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1089AAH, Argentina",-34.611484,-58.3904708
CAPITAL FEDERAL Nº 094,PARANA 433,CABA,PARANA 433,"PARANA 433, CABA, Argentina","433, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1017, Argentina",-34.6036348,-58.3878612
COSQUIN Nº 2,AVENIDA SAN MARTIN 1276,COSQUIN,AVENIDA SAN MARTIN 1276,"AVENIDA SAN MARTIN 1276, COSQUIN, Argentina","1276, Avenida San Martín, Onofre Marimón, Cosquín, Municipio de Cosquín, Pedanía Rosario, Departamento Punilla, Córdoba, 5166, Argentina",-31.2458784,-64.4665675
CAPITAL FEDERAL Nº 090,MONTEVIDEO 527,CABA,MONTEVIDEO 527,"MONTEVIDEO 527, CABA, Argentina","527, Montevideo, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1048AAM, Argentina",-34.6026078,-58.3894213
SAN ISIDRO Nº 04,BELGRANO 333,SAN ISIDRO,BELGRANO 333,"BELGRANO 333, SAN ISIDRO, Argentina","333, Belgrano, Barrio Carreras, San Isidro, Partido de San Isidro, Buenos Aires, B1642DMD, Argentina",-34.4699187,-58.5108305
LA PLATA Nº 11,CALLE 5 1785,LA PLATA,CALLE 5 1785,"CALLE 5 1785, LA PLATA, Argentina","1785, Calle 5, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9263735,-57.929708
CAPITAL FEDERAL Nº 086,ALSINA 655,CABA,ALSINA 655,"ALSINA 655, CABA, Argentina","655, Adolfo Alsina, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1069AAE, Argentina",-34.6103603,-58.3757518
LUJAN Nº 1,COLON 790,LUJAN,COLON 790,"COLON 790, LUJAN, Argentina","Colon, Barrrio San Martín, Centro, Municipio de Santo Tomé, Departamento La Capital, S3016, Argentina",-31.6691454,-60.7588035
SAN ISIDRO Nº 02,COSME BECCAR 237,SAN ISIDRO,COSME BECCAR 237,"COSME BECCAR 237, SAN ISIDRO, Argentina","237, Cosme Beccar, La Calabria, San Isidro, Partido de San Isidro, Buenos Aires, B1642DJA, Argentina",-34.4716518,-58.5132767
JESUS MARIA Nº 1,P DEL HUERTO 213,JESUS MARIA,P DEL HUERTO 213,"P DEL HUERTO 213, JESUS MARIA, Argentina",,,
CAPITAL FEDERAL Nº 089,SAN JOSE 352,CABA,SAN JOSE 352,"SAN JOSE 352, CABA, Argentina","352, San José, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1091ABA, Argentina",-34.6128026,-58.3860661
CAPITAL FEDERAL Nº 004,PARANA 145,CABA,PARANA 145,"PARANA 145, CABA, Argentina","145, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1037ACC, Argentina",-34.6071771,-58.3877289
CAPITAL FEDERAL Nº 048,PARAGUAY 346,CABA,PARAGUAY 346,"PARAGUAY 346, CABA, Argentina","346, Paraguay, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1054AAP, Argentina",-34.5973003,-58.3724779
CAPITAL FEDERAL Nº 054,SAN JOSE 352,CABA,SAN JOSE 352,"SAN JOSE 352, CABA, Argentina","352, San José, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1091ABA, Argentina",-34.6128026,-58.3860661
SAN ISIDRO Nº 08,ACASSUSO 230,SAN ISIDRO,ACASSUSO 230,"ACASSUSO 230, SAN ISIDRO, Argentina","230, Acassuso, Barrio Carreras, San Isidro, Partido de San Isidro, Buenos Aires, B1642DJA, Argentina",-34.4706319,-58.5110664
MAR DEL PLATA Nº 13,LISANDRO DE LA TORRE 102,MAR DEL PLATA,LISANDRO DE LA TORRE 102,"LISANDRO DE LA TORRE 102, MAR DEL PLATA, Argentina","102, Avenida Lisandro de la Torre, Peralta Ramos Oeste, Mar del Plata, Partido de General Pueyrredón, Buenos Aires, 7602, Argentina",-38.019487,-57.572661
SANTO TOME,AVENIDA 7 DE MARZO 1415,SANTO TOME,AVENIDA 7 DE MARZO 1415,"AVENIDA 7 DE MARZO 1415, SANTO TOME, Argentina","1415, Avenida 7 de Marzo, Centro, Municipio de Santo Tomé, Departamento La Capital, S3016, Argentina",-31.667601,-60.7557344
SAN FERNANDO Nº 1,GARCIA MANSILLA 2176,SAN FERNANDO,GARCIA MANSILLA 2176,"GARCIA MANSILLA 2176, SAN FERNANDO, Argentina","Almirante García Mansilla, San Fernando, Partido de San Fernando, Buenos Aires, 1645, Argentina",-34.4482112,-58.5537136
MUNICIPIO URBANO DE LA COSTA,LIBRES DEL SUR 310,MAR DE AJO,LIBRES DEL SUR 310,"LIBRES DEL SUR 310, MAR DE AJO, Argentina","Libres del Sur, Mar de Ajó, Partido de La Costa, Buenos Aires, 7109, Argentina",-36.7236182,-56.6794165
CAPITAL FEDERAL Nº 023,MEXICO 628,CABA,MEXICO 628,"MEXICO 628, CABA, Argentina","628, México, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1070AAP, Argentina",-34.6149896,-58.375017
CAPITAL FEDERAL Nº 098,ADOLFO ALSINA 655,CABA,ADOLFO ALSINA 655,"ADOLFO ALSINA 655, CABA, Argentina","655, Adolfo Alsina, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1069AAE, Argentina",-34.6103603,-58.3757518
SAN ISIDRO Nº 01,AVENIDA SANTA FE 2830,SAN ISIDRO,AVENIDA SANTA FE 2830,"AVENIDA SANTA FE 2830, SAN ISIDRO, Argentina","Avenida Santa Fe, Barrio Carreras, San Isidro, Partido de San Isidro, Buenos Aires, B1641, Argentina",-34.479402,-58.5078283
OLIVOS Nº 07,GENERAL JOSE DE SAN MARTIN 2061,VICENTE LOPEZ,GENERAL JOSE DE SAN MARTIN 2061,"GENERAL JOSE DE SAN MARTIN 2061, VICENTE LOPEZ, Argentina","2061, General José de San Martín, Florida, Vicente López, Partido de Vicente López, Buenos Aires, 1602, Argentina",-34.5274198,-58.4906459
SAN ISIDRO Nº 03,ITUZAINGO 482,SAN ISIDRO,ITUZAINGO 482,"ITUZAINGO 482, SAN ISIDRO, Argentina","482, Ituzaingó, La Calabria, San Isidro, Partido de San Isidro, Buenos Aires, B1642DJA, Argentina",-34.4679539,-58.511372
ARROYO SECO Nº 1,SAN MARTIN 732,ARROYO SECO,SAN MARTIN 732,"SAN MARTIN 732, ARROYO SECO, Argentina","732, Avenida San Martín, Arroyo Seco, Municipio de Arroyo Seco, Gran Rosario, Departamento Rosario, 2128, Argentina",-33.1550472,-60.5123852
SAN LORENZO Nº 1,SARGENTO CABRAL 154,SAN LORENZO,SARGENTO CABRAL 154,"SARGENTO CABRAL 154, SAN LORENZO, Argentina","154, Bulevar Sargento Cabral, San Martín, San Lorenzo, Municipio de San Lorenzo, Gran Rosario, Departamento San Lorenzo, S2200, Argentina",-32.7604482,-60.7323547
CAPITAL FEDERAL Nº 099,SAN MARTIN 575,CABA,SAN MARTIN 575,"SAN MARTIN 575, CABA, Argentina","575, San Martín, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1049AAK, Argentina",-34.60129,-58.3739159
CAPITAL FEDERAL Nº 026,AVENIDA DE MAYO 1370,CABA,AVENIDA DE MAYO 1370,"AVENIDA DE MAYO 1370, CABA, Argentina","Palacio Barolo, 1370, Avenida de Mayo, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1085ABE, Argentina",-34.6095791,-58.3857362
MENDOZA Nº 14,PEDRO B PALACIOS 1174,MENDOZA,PEDRO B PALACIOS 1174,"PEDRO B PALACIOS 1174, MENDOZA, Argentina","Pedro B. Palacios, 12 de Octubre, Distrito Vista Flores, Departamento Tunuyán, Mendoza, 5565, Argentina",-33.6462593,-69.1555319
BRANDSEN,PEDRO HITA 285,BRANDSEN,PEDRO HITA 285,"PEDRO HITA 285, BRANDSEN, Argentina","Pedro Hita, La Dolly, Brandsen, Partido de Brandsen, Buenos Aires, 1980, Argentina",-35.1668531,-58.2312572
SAN LORENZO Nº 2,AVENIDA SAN MARTIN 926,SAN LORENZO,AVENIDA SAN MARTIN 926,"AVENIDA SAN MARTIN 926, SAN LORENZO, Argentina","Resonancias, 926, Avenida José de San Martín, Sargento Cabral, San Lorenzo, Municipio de San Lorenzo, Gran Rosario, Departamento San Lorenzo, 2200, Argentina",-32.7519902,-60.7339786
SAN FERNANDO Nº 2,JUNIN 1291,SAN FERNANDO,JUNIN 1291,"JUNIN 1291, SAN FERNANDO, Argentina","1291, Junín, San Fernando, Partido de San Fernando, Buenos Aires, 1646, Argentina",-34.4367521,-58.5634626
MENDOZA Nº 15,BELGRANO 661,MENDOZA,BELGRANO 661,"BELGRANO 661, MENDOZA, Argentina","Distrito Belgrano, Departamento Guaymallén, Mendoza, Argentina",-32.8841754,-68.7985897
NEUQUEN Nº 4,25 DE MAYO 286,NEUQUEN,25 DE MAYO 286,"25 DE MAYO 286, NEUQUEN, Argentina","286, 25 de Mayo, Centro Sur, Cutral Có, Municipio de Cutral Có, Departamento Confluencia, Neuquén, 8322, Argentina",-38.943096,-69.2300745
CAPITAL FEDERAL Nº 030,PARANA 145,CABA,PARANA 145,"PARANA 145, CABA, Argentina","145, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1037ACC, Argentina",-34.6071771,-58.3877289
CAPITAL FEDERAL Nº 097,AVENIDA CORRIENTES 2063,CABA,AVENIDA CORRIENTES 2063,"AVENIDA CORRIENTES 2063, CABA, Argentina","2063, Avenida Corrientes, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1045AAC, Argentina",-34.604397,-58.3962297
CAPITAL FEDERAL Nº 051,PARANA 145,CABA,PARANA 145,"PARANA 145, CABA, Argentina","145, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1037ACC, Argentina",-34.6071771,-58.3877289
CAPITAL FEDERAL Nº 081,PARANA 145,CABA,PARANA 145,"PARANA 145, CABA, Argentina","145, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1037ACC, Argentina",-34.6071771,-58.3877289
SAN LORENZO Nº 3,GENERAL LOPEZ 1903,SAN LORENZO,GENERAL LOPEZ 1903,"GENERAL LOPEZ 1903, SAN LORENZO, Argentina","1903, General López, San Lorenzo Centro, Combate, San Lorenzo, Municipio de San Lorenzo, Gran Rosario, Departamento San Lorenzo, 2200, Argentina",-32.7429757,-60.7352302
CAPITAL FEDERAL Nº 050,PARANA 754,CABA,PARANA 754,"PARANA 754, CABA, Argentina","754, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1055AAR, Argentina",-34.6000153,-58.3882118
CAPITAL FEDERAL Nº 017,LIBERTAD 434,CABA,LIBERTAD 434,"LIBERTAD 434, CABA, Argentina","434, Libertad, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1043AAL, Argentina",-34.6033852,-58.3838062
SAN CLEMENTE DEL TUYU,CALLE 1 1553,SAN CLEMENTE DEL TUYU,CALLE 1 1553,"CALLE 1 1553, SAN CLEMENTE DEL TUYU, Argentina","1553, Calle 1, San Clemente del Tuyú, Partido de La Costa, Buenos Aires, 7115, Argentina",-36.3508896,-56.7224154
SAN LORENZO Nº 4,AVENIDA SAN MARTIN 606,SAN LORENZO,AVENIDA SAN MARTIN 606,"AVENIDA SAN MARTIN 606, SAN LORENZO, Argentina","606, Avenida José de San Martín, San Martín, 17 de Agosto, San Lorenzo, Municipio de San Lorenzo, Gran Rosario, Departamento San Lorenzo, S2200, Argentina",-32.7557265,-60.7342365
SANTA ROSA DEL RIO 1,BELGRANO 454,VILLA SANTA ROSA,BELGRANO 454,"BELGRANO 454, VILLA SANTA ROSA, Argentina","Belgrano, Villa Santa Rosa, Municipio de Santa Rosa de Río Primero, Pedanía Santa Rosa, Departamento Río Primero, Córdoba, X5133, Argentina",-31.1545361,-63.4004123
MAGDALENA,RIVADAVIA 1189,MAGDALENA,RIVADAVIA 1189,"RIVADAVIA 1189, MAGDALENA, Argentina","Rivadavia, Bernardino Rivadavia, Magdalena, Partido de Magdalena, Buenos Aires, B1913, Argentina",-35.0807104,-57.5152423
SAN FERNANDO Nº 4,AVENIDA PRESIDENTE PERON 2230,VICTORIA,AVENIDA PRESIDENTE PERON 2230,"AVENIDA PRESIDENTE PERON 2230, VICTORIA, Argentina","Avenida Presidente Teniente General Juan Domingo Perón, Punta Chica, Victoria, Partido de San Fernando, Buenos Aires, 1644, Argentina",-34.4550943,-58.536554
CAMPANA Nº 1,LUIS COSTA 1003,CAMPANA,LUIS COSTA 1003,"LUIS COSTA 1003, CAMPANA, Argentina","1003, Luis Costa, Barrio Inglés, Campana, Partido de Campana, Buenos Aires, 2804, Argentina",-34.1581186,-58.9634562
CAPITAL FEDERAL Nº 028,PARANA 754,CABA,PARANA 754,"PARANA 754, CABA, Argentina","754, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1055AAR, Argentina",-34.6000153,-58.3882118
NAVARRO,REGISTRO AUTOMOTOR,NAVARRO,REGISTRO AUTOMOTOR,"REGISTRO AUTOMOTOR, NAVARRO, Argentina",,,
CAPITAL FEDERAL Nº 095,JUAN DOMINGO PERON 1615,CABA,JUAN DOMINGO PERON 1615,"JUAN DOMINGO PERON 1615, CABA, Argentina","1615, Teniente General Juan Domingo Perón, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1037ADA, Argentina",-34.6066133,-58.3895542
SAN FERNANDO Nº 3,LAVALLE 443,SAN FERNANDO,LAVALLE 443,"LAVALLE 443, SAN FERNANDO, Argentina","443, General Lavalle, San Fernando, Partido de San Fernando, Buenos Aires, 1646, Argentina",-34.4384626,-58.563189
CAMPANA Nº 2,RAWSON 111,CAMPANA,RAWSON 111,"RAWSON 111, CAMPANA, Argentina","111, Rawson, Barrio Inglés, Campana, Partido de Campana, Buenos Aires, 2804, Argentina",-34.1586317,-58.9611694
VILLA CARLOS PAZ Nº 2,HOLBEIN 101,VILLA CARLOS PAZ,HOLBEIN 101,"HOLBEIN 101, VILLA CARLOS PAZ, Argentina","Hanz Holbein, Becciú, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina",-31.4098816,-64.5069566
TIGRE Nº 6,SARMIENTO 282,TIGRE,SARMIENTO 282,"SARMIENTO 282, TIGRE, Argentina","Sarmiento, Tigre, Partido de Tigre, Buenos Aires, B1648AQD, Argentina",-34.4236397,-58.5755302
CORONEL VIDAL,GENERAL PAZ 159,CORONEL VIDAL,GENERAL PAZ 159,"GENERAL PAZ 159, CORONEL VIDAL, Argentina","General Paz, Coronel Vidal, Partido de Mar Chiquita, Buenos Aires, 7174, Argentina",-37.4433869,-57.729426
OLIVOS Nº 08,BARREIRO AGUIRRE 4165,OLIVOS,BARREIRO AGUIRRE 4165,"BARREIRO AGUIRRE 4165, OLIVOS, Argentina","4165, Doctor Barreiro Aguirre, Villa Gándara, Olivos, Vicente López, Partido de Vicente López, Buenos Aires, B1605BNA, Argentina",-34.5083732,-58.5170698
LUJAN Nº 3,RIVADAVIA 779,LUJAN,RIVADAVIA 779,"RIVADAVIA 779, LUJAN, Argentina","779, Rivadavia, Chacras de Open Door, Open Door, Partido de Luján, Buenos Aires, 6708, Argentina",-34.5033868,-59.0624754
CAPITAL FEDERAL Nº 053,TACUARI 163,CABA,TACUARI 163,"TACUARI 163, CABA, Argentina","163, Tacuarí, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1091AAQ, Argentina",-34.6101996,-58.3792014
LOBOS,SAN MARTIN 149,LOBOS,SAN MARTIN 149,"SAN MARTIN 149, LOBOS, Argentina","San Martín, Villa Cattoni, Cuartel Las Chacras, Partido de Lobos, Buenos Aires, 7249, Argentina",-35.1497724,-59.0910143
VILLA CARLOS PAZ Nº 1,PELLEGRINI 20,VILLA CARLOS PAZ,PELLEGRINI 20,"PELLEGRINI 20, VILLA CARLOS PAZ, Argentina","20, Carlos Pellegrini, Centro Oeste, Cu-Cú, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, 5152, Argentina",-31.4195752,-64.5042471
NEUQUEN Nº 3,JUJUY 965,NEUQUEN,JUJUY 965,"JUJUY 965, NEUQUEN, Argentina","Jujuy, Fonavi, Área Centro Oeste, Neuquén, Municipio de Neuquén, Departamento Confluencia, Neuquén, Q8300, Argentina",-38.9447052,-68.0676153
OLIVOS Nº 04,CAPITAN BERMUDEZ 1531,OLIVOS,CAPITAN BERMUDEZ 1531,"CAPITAN BERMUDEZ 1531, OLIVOS, Argentina","Registro Automotor Olivos IV, 1531, Capitán Justo Germán de Bermúdez, Loma de Roca, Olivos, Loma de Roca, Vicente López, Partido de Vicente López, Buenos Aires, B1636EMA, Argentina",-34.5028466,-58.4956664
OLIVOS Nº 02,CARLOS GARDEL 3040,OLIVOS,CARLOS GARDEL 3040,"CARLOS GARDEL 3040, OLIVOS, Argentina","3040, Carlos Gardel, Loma de Roca, Olivos, Loma de Roca, Vicente López, Partido de Vicente López, Buenos Aires, B1636EMA, Argentina",-34.5088245,-58.5107476
SANTA FE Nº 6,SAN MARTIN 1961,SANTA FE,SAN MARTIN 1961,"SAN MARTIN 1961, SANTA FE, Argentina","1961, San Martín, Centro, Santa Fe, Santa Fe Capital, Departamento La Capital, S3000, Argentina",-31.6529548,-60.7085555
SAN ISIDRO Nº 09,ACASSUSO 230,SAN ISIDRO,ACASSUSO 230,"ACASSUSO 230, SAN ISIDRO, Argentina","230, Acassuso, Barrio Carreras, San Isidro, Partido de San Isidro, Buenos Aires, B1642DJA, Argentina",-34.4706319,-58.5110664
CIPOLLETTI Nº 2,ROCA 921,CIPOLLETTI,ROCA 921,"ROCA 921, CIPOLLETTI, Argentina","DNRPA Cipolletti, 921, General Roca, San Pablo, Cipolletti, Municipio de Cipolletti, Departamento General Roca, Río Negro, R8324, Argentina",-38.940784,-67.9892083
NEUQUEN Nº 2,AV. OLASCOAGA 1080,NEUQUEN,AV. OLASCOAGA 1080,"AV. OLASCOAGA 1080, NEUQUEN, Argentina","1080, Avenida Olascoaga, Village, Villa María, Neuquén, Municipio de Neuquén, Departamento Confluencia, Neuquén, Q8300, Argentina",-38.9665362,-68.059029
CAPITAL FEDERAL Nº 042,TACUARI 163,CABA,TACUARI 163,"TACUARI 163, CABA, Argentina","163, Tacuarí, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1091AAQ, Argentina",-34.6101996,-58.3792014
CAPITAL FEDERAL Nº 022,LAVALLE 1759,CABA,LAVALLE 1759,"LAVALLE 1759, CABA, Argentina","Lavalle, Esmeralda, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1049AAQ, Argentina",-34.6017393,-58.3781082
CONCEPCION DEL URUGUAY Nº 2,JUSTO JOSE DE URQUIZA 65,CONCEPCION DEL URUGUAY,JUSTO JOSE DE URQUIZA 65,"JUSTO JOSE DE URQUIZA 65, CONCEPCION DEL URUGUAY, Argentina","65, Justo José de Urquiza, Concepción del Uruguay, Distrito Molino, Departamento Uruguay, E3260FTD, Argentina",-32.4838131,-58.2331476
CAPITAL FEDERAL Nº 076,AVENIDA CORRIENTES 848,CABA,AVENIDA CORRIENTES 848,"AVENIDA CORRIENTES 848, CABA, Argentina","848, Avenida Corrientes, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1043AAV, Argentina",-34.6036505,-58.378741
CAPITAL FEDERAL Nº 096,PARANA 145,CABA,PARANA 145,"PARANA 145, CABA, Argentina","145, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1037ACC, Argentina",-34.6071771,-58.3877289
CAPITAL FEDERAL Nº 031,SAN JOSE 352,CABA,SAN JOSE 352,"SAN JOSE 352, CABA, Argentina","352, San José, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1091ABA, Argentina",-34.6128026,-58.3860661
SAN ISIDRO Nº 07,AVENIDA MARQUEZ 39,SAN ISIDRO,AVENIDA MARQUEZ 39,"AVENIDA MARQUEZ 39, SAN ISIDRO, Argentina","39, Avenida Bernabé Márquez, Barrio Carreras, San Isidro, Partido de San Isidro, Buenos Aires, B1642DJA, Argentina",-34.474536,-58.5133914
NEUQUEN Nº 5,EDUARDO TALERO 375,NEUQUEN,EDUARDO TALERO 375,"EDUARDO TALERO 375, NEUQUEN, Argentina","375, Eduardo Talero, Área Centro Este, Neuquén, Municipio de Neuquén, Departamento Confluencia, Neuquén, Q8300, Argentina",-38.9498913,-68.0538619
NEUQUEN Nº 1,SALTA 512,NEUQUEN,SALTA 512,"SALTA 512, NEUQUEN, Argentina","512, Salta, Fonavi, Área Centro Oeste, Neuquén, Municipio de Neuquén, Departamento Confluencia, Neuquén, Q8300, Argentina",-38.9494095,-68.066344
CHASCOMUS,ALVEAR 99,CHASCOMUS,ALVEAR 99,"ALVEAR 99, CHASCOMUS, Argentina","Alvear, Centro, Chascomús, Partido de Chascomús, Buenos Aires, 7130, Argentina",-35.5727966,-58.013313
SAN AGUSTIN,REGISTRO AUTOMOTOR,SAN AGUSTIN,REGISTRO AUTOMOTOR,"REGISTRO AUTOMOTOR, SAN AGUSTIN, Argentina",,,
OLIVOS Nº 03,CARLOS GARDEL 3040,OLIVOS,CARLOS GARDEL 3040,"CARLOS GARDEL 3040, OLIVOS, Argentina","3040, Carlos Gardel, Loma de Roca, Olivos, Loma de Roca, Vicente López, Partido de Vicente López, Buenos Aires, B1636EMA, Argentina",-34.5088245,-58.5107476
GENERAL SAN MARTIN Nº 2,ALBUERA 532,GENERAL SAN MARTIN,ALBUERA 532,"ALBUERA 532, GENERAL SAN MARTIN, Argentina","Albuera, Distrito Ciudad de San Martín, Departamento San Martín, Mendoza, M5570JVE, Argentina",-33.083187,-68.4784518
